contract_reference,status,start_date,end_date,next_contract_payment_due_date,cumulative_amount_paid,expected_cumulative_amount_paid,nominal_contract_value,deposit_amount,birthdate,gender,l3_entity_id,name,expected_payment_progression
abc0295,Active,2022-03-10T08:49:27.91062,,2022-12-08T17:17:05.464576,12500.00,10436.88,13465.64,4054.00,1998-11-07,0,5121,Group Loan 30th Jan_22,0.7750749314551704
abc0296,Active,2022-03-10T08:18:27.27996,,2022-06-09T04:47:40.084267,8762.00,11798.00,11798.00,2123.00,1955-01-25,1,5121,Individual Loan IPP,1.0
abc0297,Active,2022-03-07T10:57:45.922428,,2022-05-05T06:58:19.532499,3050.00,5777.54,7455.64,2241.00,1980-01-01,1,5121,Group Loan 30th Jan_22,0.7749220724176596
abc0298,Active,2022-03-04T12:51:11.157034,,2022-10-17T16:15:15.623309,17150.00,16277.56,21010.64,6302.00,,0,5121,Group Loan 30th Jan_22,0.7747293752117974
abc0299,Active,2022-04-11T09:22:48.46224,,2022-11-23T01:31:41.137951,9824.00,8420.82,11705.64,4674.00,1971-01-01,1,5121,Group Loan 30th Jan_22,0.7193814263893302
abc0300,Active,2022-03-18T09:48:13.668375,,2022-04-20T23:03:15.789969,2300.00,7118.00,7118.00,1281.00,1978-09-06,1,5121,Individual Loan IPP,1.0
abc0301,Completed,2022-02-15T13:16:58.677195,2022-08-11T15:04:44.598073,2022-06-21T13:16:19.622564,12088.00,12088.00,12088.00,2177.00,,1,5121,Individual Loan IPP,1.0
abc0302,Active,2022-03-05T07:45:13.024768,,2022-10-18T01:28:20.014177,11145.00,10591.80,13665.64,4114.00,,1,5121,Group Loan 30th Jan_22,0.7750679807166002
abc0303,Active,2022-03-21T09:07:32.342304,,2023-01-16T00:48:40.307285,13400.00,10471.27,13465.64,5378.00,1972-07-21,1,5121,Group Loan 30th Jan_22,0.7776288390303023
abc0304,Active,2022-03-07T08:02:57.346341,,2022-05-18T07:11:07.147,4266.00,7058.00,7058.00,1271.00,1989-10-23,1,5121,Individual Loan IPP,1.0
abc0305,Active,2022-02-15T13:45:18.246998,,2022-04-11T03:33:13.96302,5500.00,11174.65,13820.64,4141.00,1949-01-25,0,5121,Group Loan 30th Jan_22,0.808547939892798
abc0306,Active,2022-02-24T08:40:50.95032,,2022-12-03T17:36:00.518946,13520.00,11507.35,14230.64,4267.00,1967-01-01,1,5121,Group Loan 30th Jan_22,0.8086319378467869
abc0307,Active,2022-02-28T12:36:33.81286,,2022-05-20T20:20:46.778215,6460.00,10842.76,14010.53,4167.00,1966-01-01,1,5121,Group Loan 30th Jan_22,0.7739007732041543
abc0308,Active,2022-02-24T06:53:50.915762,,2022-06-15T17:50:30.890449,7475.00,11285.90,13961.02,4175.00,1997-08-12,0,5121,Group Loan 30th Jan_22,0.8083864932504932
abc0309,Active,2022-03-15T07:16:53.789237,,2023-01-12T06:49:42.5055,13230.00,10044.79,13230.64,4626.00,1978-04-25,0,5121,Group Loan 30th Jan_22,0.7592066596929551
abc0310,Active,2022-03-02T08:49:48.170758,,2022-09-03T19:12:57.890839,3750.00,4109.84,4139.14,1239.00,1994-09-23,1,5121,Group Loan 7th Mar 2022,0.9929212348458859
abc0311,Active,2022-02-03T09:01:02.849367,,2022-10-17T02:14:57.059188,3650.00,3413.68,4280.64,426.00,,1,5121,Group Loan 30th Jan_22,0.7974695372654557
abc0312,Active,2022-03-02T09:12:22.928147,,2022-09-12T00:50:12.482543,9261.00,9858.98,13260.64,2690.00,1977-03-04,0,5121,Group Loan 30th Jan_22,0.7434769362564703
abc0313,Active,2022-03-05T10:51:42.559321,,2022-03-20T11:54:48.956471,1988.00,10598.00,10598.00,1907.00,1968-08-08,0,5121,Individual Loan IPP,1.0
abc0314,Active,2022-03-02T13:11:50.636972,,2022-07-06T16:53:52.572202,7710.00,10450.68,13490.64,4044.00,1964-01-14,0,5121,Group Loan 30th Jan_22,0.7746615431143371
abc0315,Active,2022-03-24T08:45:57.033759,,2022-05-15T06:07:14.225365,6610.00,10808.96,13926.58,5506.00,1971-01-01,1,5121,Group Loan 30th Jan_22,0.7761388653926521
abc0316,Active,2022-03-25T10:31:12.762005,,2022-11-18T05:41:48.453505,11821.00,10121.84,13806.58,5006.00,1975-12-05,0,5121,Group Loan 30th Jan_22,0.7331171079296973
abc0317,Active,2022-02-10T09:52:49.249302,,2022-05-28T05:37:00.617278,11659.00,13563.00,13563.00,2443.00,1989-09-25,0,5121,Individual Loan IPP,1.0
abc0318,Active,2022-02-09T08:50:06.354729,,2022-10-16T01:56:17.781881,11509.00,11046.88,13844.14,1384.00,1984-01-01,1,5121,Group Loan 7th Mar 2022,0.7979462790754789
abc0319,Active,2022-03-08T11:42:33.89887,,2022-09-21T05:42:51.474134,2640.00,2802.84,3945.64,394.00,1976-01-01,1,5121,Group Loan 30th Jan_22,0.7103638446487769
abc0320,Active,2022-03-21T10:52:31.177082,,2022-07-03T15:56:44.698209,8020.00,10626.80,13665.64,5458.00,1973-01-01,1,5121,Group Loan 30th Jan_22,0.7776291487262945
abc0321,Active,2022-03-05T07:12:48.744858,,2022-10-18T19:44:47.159735,5540.00,5251.96,6780.64,2030.00,,0,5121,Group Loan 30th Jan_22,0.7745522546544279
abc0322,Active,2022-02-16T10:48:45.920126,,2022-04-16T18:54:26.974827,4283.00,8504.49,10450.64,3132.00,1977-01-25,1,5121,Group Loan 30th Jan_22,0.8137769552869489
abc0323,Active,2022-03-09T11:24:21.057905,,2022-05-22T22:12:11.577291,7234.00,12528.20,16160.64,4873.00,1973-01-01,0,5121,Group Loan 30th Jan_22,0.7752291988436102
abc0324,Active,2022-04-06T07:08:32.667351,,2022-09-08T08:47:46.506771,9790.00,10581.12,14135.64,5646.00,1956-01-01,1,5121,Group Loan 30th Jan_22,0.7485419832423577
abc0325,Completed,2022-02-03T08:34:44.92089,2022-09-17T21:25:14.437627,2022-12-03T08:27:30.630454,13325.64,10628.72,13325.64,1334.00,1959-10-25,1,5121,Group Loan 30th Jan_22,0.7976142234069058
abc0326,Completed,2022-03-15T07:33:32.143551,2022-03-15T07:33:32.143551,2023-01-12T06:35:56.143551,20.64,13.00,20.64,0.00,1986-01-25,0,5121,Group Loan 30th Jan_22,0.6298449612403101
abc0327,Active,2022-03-24T09:48:01.045833,,2022-05-05T00:31:34.896738,4980.00,8479.94,10905.64,4354.00,1968-01-01,1,5121,Group Loan 30th Jan_22,0.7775738058472497
abc0328,Active,2022-03-14T13:37:53.235254,,2022-03-29T12:43:32.224586,4100.00,12754.38,13519.14,4054.00,,0,5121,Group Loan 7th Mar 2022,0.9434313129385449
abc0329,Active,2022-01-31T13:48:40.680373,,2022-03-24T23:32:57.345473,1500.00,5448.12,6824.14,683.00,1973-06-01,0,5121,Group Loan 7th Mar 2022,0.7983599398605539
abc0330,Active,2022-04-04T12:31:33.725396,,2022-05-14T22:52:38.236653,3302.00,5444.44,7275.64,2902.00,1970-01-01,1,5121,Group Loan 30th Jan_22,0.7483108015239897
abc0331,Active,2022-03-04T13:11:38.486683,,2022-10-23T16:26:19.644969,11290.00,10529.86,13585.64,4090.00,1983-01-01,1,5121,Group Loan 30th Jan_22,0.7750727974537821
abc0332,Active,2022-03-02T19:12:35.677526,,2022-06-13T06:56:04.506492,3600.00,5426.06,7005.64,2097.00,1954-07-07,1,5121,Group Loan 30th Jan_22,0.7745273807960443
abc0333,Active,2022-03-11T12:17:12.901144,,2022-05-20T14:25:46.086528,3070.00,5213.81,7035.64,2115.00,1975-01-01,1,5121,Group Loan 30th Jan_22,0.7410569614136028
abc0334,Completed,2022-02-14T07:17:41.393337,2022-06-09T05:04:44.746355,2022-06-20T07:16:34.507331,7058.00,7058.00,7058.00,1271.00,1978-11-27,1,5121,Individual Loan IPP,1.0
abc0335,Completed,2022-03-17T07:39:29.904547,2022-07-30T14:11:13.982238,2022-07-21T07:35:23.368152,3828.00,3828.00,3828.00,688.00,,1,5121,Individual Loan IPP,1.0
abc0336,Active,2022-03-15T12:16:30.768321,,2022-09-28T09:40:36.706204,10010.00,9980.96,13465.64,4054.00,1969-05-12,1,5121,Group Loan 30th Jan_22,0.7412169046551074
abc0337,Active,2022-03-09T08:21:51.125239,,2022-09-02T03:47:11.602514,9356.00,10436.88,13465.64,4054.00,1987-11-19,0,5121,Group Loan 30th Jan_22,0.7750749314551704
abc0338,Active,2022-03-04T12:37:43.791514,,2022-08-06T17:32:58.944615,13020.00,15711.92,20280.64,6083.00,,1,5121,Group Loan 30th Jan_22,0.7747250579863357
abc0339,Completed,2022-02-08T08:44:29.302368,2022-06-21T09:51:03.830886,2022-12-08T08:36:17.440549,14180.64,11310.12,14180.64,1417.00,1942-01-01,0,5121,Group Loan 30th Jan_22,0.7975747215922554
abc0340,Active,2022-03-02T11:12:12.130638,,2022-07-22T03:24:05.626747,12100.00,15374.04,19830.64,5982.00,1980-01-20,0,5121,Group Loan 30th Jan_22,0.7752669606225517
abc0341,Active,2022-03-05T09:20:49.031908,,2022-09-16T21:35:05.603237,9965.00,10436.88,13465.64,4054.00,1992-09-20,1,5121,Group Loan 30th Jan_22,0.7750749314551704
abc0342,Active,2022-04-04T10:32:13.755869,,2022-11-29T02:53:17.086918,6000.00,4818.60,7340.64,1317.00,1989-12-16,1,5121,Group Loan 30th Jan_22,0.6564277774145034
abc0343,Completed,2022-02-18T11:52:58.99379,2022-07-11T08:46:03.726239,2022-09-18T11:51:58.461331,10379.14,10379.14,10379.14,3112.00,,0,5121,Group Loan 7th Mar 2022,1.0
abc0344,Active,2022-03-03T07:48:10.348332,,2022-12-10T16:11:40.927677,15050.00,12280.30,15840.64,4777.00,1985-12-22,1,5121,Group Loan 30th Jan_22,0.775240141812452
abc0345,Active,2022-04-06T10:04:18.34701,,2022-04-20T10:04:18.34701,3450.00,6643.92,8944.26,3450.00,1986-01-01,1,5121,Group Loan 30th Jan_22,0.7428138269683574
abc0346,Active,2022-03-08T06:12:15.791961,,2022-07-30T16:50:52.313701,8376.00,10530.00,13585.64,4090.00,,1,5121,Group Loan 30th Jan_22,0.7750831024522952
abc0347,Active,2022-03-14T12:15:45.666017,,2022-03-28T12:15:45.666017,0.00,13.00,20.64,0.00,,0,5121,Group Loan 30th Jan_22,0.6298449612403101
abc0348,Active,2022-02-10T09:55:30.955203,,2022-08-07T09:22:37.568907,7900.00,10317.72,12935.64,1295.00,1968-03-28,0,5121,Group Loan 30th Jan_22,0.7976195998033341
abc0349,Active,2022-03-05T07:00:24.72132,,2022-07-23T21:34:32.987444,3428.00,4375.66,5645.64,1699.00,1957-11-27,0,5121,Group Loan 30th Jan_22,0.7750511899448069
abc0350,Completed,2022-02-22T10:33:29.020979,2022-02-22T10:33:29.020979,2022-02-22T10:33:29.020979,0.00,0.00,0.00,0.00,1997-04-14,0,5121,Cash Sales IPP,1.0
abc0351,Active,2022-02-04T13:17:58.742703,,2022-07-06T11:07:50.996923,6850.00,10317.72,12935.64,1295.00,1980-07-13,1,5121,Group Loan 30th Jan_22,0.7976195998033341
abc0352,Active,2022-03-08T10:54:29.349411,,2022-04-11T17:12:39.453031,2460.00,5452.18,7035.64,2115.00,1986-01-01,1,5121,Group Loan 30th Jan_22,0.7749373191351462
abc0353,Active,2022-03-30T06:02:25.225172,,2022-09-20T06:56:21.559013,15052.00,15392.12,20560.64,8216.00,1958-02-26,0,5121,Group Loan 30th Jan_22,0.7486206655045757
abc0354,Active,2022-02-22T13:23:41.143178,,2022-11-10T04:53:32.192642,18200.00,16399.70,20280.64,6083.00,1965-01-01,1,5121,Group Loan 30th Jan_22,0.8086381889328936
abc0355,Active,2022-03-09T11:54:43.268002,,2022-06-04T22:39:31.130302,6950.00,10722.75,13598.04,4686.00,,1,5121,Group Loan 30th Jan_22,0.7885511441354783
abc0356,Completed,2022-02-28T13:45:07.024885,2022-08-30T14:07:59.151417,2022-07-04T13:45:07.024885,5308.00,5308.00,5308.00,954.00,1952-05-08,1,5121,Individual Loan IPP,1.0
abc0357,Completed,2022-02-10T08:40:09.719018,2022-06-12T15:46:00.981458,2022-06-16T08:40:44.955559,13398.00,13398.00,13398.00,2413.00,1979-11-18,1,5121,Individual Loan IPP,1.0
abc0358,Active,2022-02-17T07:39:04.006357,,2022-06-25T19:23:51.923465,9398.00,15521.25,20579.14,2058.00,,1,5121,Group Loan 7th Mar 2022,0.7542224796565843
abc0359,Completed,2022-02-17T12:11:16.807213,2022-06-21T08:06:16.170664,2022-06-23T12:10:42.898264,13923.00,13923.00,13923.00,2508.00,1966-01-27,1,5121,Individual Loan IPP,1.0
abc0360,Active,2022-03-03T13:49:18.818201,,2022-08-03T17:59:13.859524,8770.00,10660.90,13755.64,4139.00,1966-09-14,1,5121,Group Loan 30th Jan_22,0.7750202825895415
abc0361,Active,2022-02-05T06:57:47.519101,,2022-07-04T12:18:19.525377,6095.00,9328.40,11695.64,1170.00,1978-01-01,1,5121,Group Loan 30th Jan_22,0.7975963692452914
abc0362,Active,2022-03-03T13:04:44.891756,,2022-06-15T21:19:20.260655,7300.00,10890.36,14050.64,4230.00,,1,5121,Group Loan 30th Jan_22,0.7750792846446852
abc0363,Active,2022-03-08T10:27:53.369798,,2022-07-14T01:58:06.985532,7870.00,10591.80,13665.64,4114.00,1984-11-03,1,5121,Group Loan 30th Jan_22,0.7750679807166002
abc0364,Active,2022-03-04T11:58:17.261046,,2022-05-16T14:52:50.872391,6210.00,10842.76,13990.64,4209.00,1963-06-18,1,5121,Group Loan 30th Jan_22,0.7750010006690187
abc0365,Active,2022-04-06T11:34:27.536177,,2022-05-06T17:25:49.543127,5182.00,8956.28,11965.64,4778.00,1968-06-12,0,5121,Group Loan 30th Jan_22,0.7484998712981503
abc0366,Completed,2022-02-03T07:27:59.163441,2022-08-24T05:33:54.841134,2022-12-03T07:18:19.207674,23645.64,18859.72,23645.64,2365.00,1984-07-06,1,5121,Group Loan 30th Jan_22,0.7975982041509555
abc0367,Completed,2022-03-14T11:23:02.979467,2022-09-19T02:52:16.736161,2023-01-11T11:25:50.235209,23635.64,17515.97,23635.64,7107.00,1980-09-14,1,5121,Group Loan 30th Jan_22,0.7410829577705533
abc0368,Active,2022-02-09T12:19:30.087308,,2022-04-24T10:40:05.382494,2030.00,5728.93,7198.04,703.00,1974-04-03,0,5121,Group Loan 30th Jan_22,0.7959013842657168
abc0369,Completed,2022-02-09T10:09:30.714547,2022-06-16T12:08:24.824898,2022-06-15T10:07:25.490673,3768.00,3768.00,3768.00,677.00,1969-03-03,0,5121,Individual Loan IPP,1.0
abc0370,Active,2022-03-09T08:25:38.475522,,2022-04-26T17:01:39.955572,2700.00,5452.18,7035.64,2115.00,1988-08-03,1,5121,Group Loan 30th Jan_22,0.7749373191351462
abc0371,Active,2022-04-04T11:32:55.223061,,2022-07-26T02:14:59.853563,3504.00,5365.12,8610.64,859.00,1995-08-08,1,5121,Group Loan 30th Jan_22,0.6230802820696255
abc0372,Active,2022-03-25T06:46:11.101605,,2022-04-09T05:05:39.380282,2820.00,5299.66,7035.64,2806.00,1973-12-13,1,5121,Group Loan 30th Jan_22,0.7532591207054369
abc0373,Active,2022-03-10T10:29:23.931587,,2022-07-04T17:27:55.708854,13370.00,14393.00,14393.00,2592.00,1959-12-24,1,5121,Individual Loan IPP,1.0
abc0374,Completed,2022-03-15T07:43:11.414311,2022-07-18T12:05:36.134951,2022-10-13T07:42:10.437617,13214.14,12469.27,13214.14,3996.00,,1,5121,Group Loan 7th Mar 2022,0.9436308378751852
abc0375,Active,2022-03-04T13:33:27.298069,,2022-06-14T03:10:04.84408,9450.00,14297.88,18455.64,5535.00,,1,5121,Group Loan 30th Jan_22,0.7747160217689552
abc0376,Active,2022-03-24T09:33:15.298904,,2022-06-12T15:22:26.853702,2050.00,2972.67,3825.64,1522.00,1989-03-31,0,5121,Group Loan 30th Jan_22,0.7770386131470812
abc0377,Active,2022-02-18T10:17:08.913335,,2022-08-28T18:34:25.776002,17400.00,19286.60,23850.64,7154.00,1988-01-01,0,5121,Group Loan 30th Jan_22,0.8086407744194705
abc0378,Active,2022-02-17T08:59:59.733434,,2022-11-09T03:24:19.273273,17550.00,14958.71,19745.64,1978.00,1973-01-01,0,5121,Group Loan 30th Jan_22,0.7575702788058528
abc0379,Active,2022-04-27T06:48:24.914465,,2022-06-04T19:27:15.958613,2200.00,3377.00,4895.64,1950.00,,1,5121,Group Loan 30th Jan_22,0.6897974524270576
abc0380,Completed,2022-03-16T08:04:58.109984,2022-06-03,2023-01-13T08:01:28.757141,7035.64,5264.97,7035.64,2253.00,,1,5121,Group Loan 30th Jan_22,0.7483285102705652
abc0381,Completed,2022-03-02T06:18:07.509054,2022-03-18T06:33:47.058526,2022-12-30T06:21:42.495797,7235.64,5607.10,7235.64,2175.00,,0,5121,Group Loan 30th Jan_22,0.774927995312094
abc0382,Completed,2022-03-15T05:51:01.966612,2022-07-22T07:21:13.244051,2022-07-19T05:51:37.203154,13398.00,13398.00,13398.00,2413.00,1988-07-02,1,5121,Individual Loan IPP,1.0
abc0383,Completed,2022-02-18T09:42:58.585687,2022-02-18T09:42:58.585687,2022-02-18T09:42:58.585687,0.00,0.00,0.00,0.00,1956-08-08,1,5121,Cash Sales IPP,1.0
abc0384,Active,2022-03-01T08:12:01.943142,,2022-03-15T11:07:25.694665,6740.00,17997.12,23341.58,6733.00,1959-09-17,0,5121,Group Loan 30th Jan_22,0.7710326378934074
abc0385,Active,2022-02-24T08:02:49.091855,,2022-10-19T02:52:56.686793,5881.00,5663.85,7005.64,2097.00,1952-01-01,1,5121,Group Loan 30th Jan_22,0.808470032716497
abc0386,Active,2022-03-14T10:23:54.405374,,2022-07-04T07:20:13.387391,3665.00,4088.00,4088.00,734.00,1997-05-22,0,5121,Individual Loan IPP,1.0
abc0387,Active,2022-02-02T12:41:48.755118,,2022-03-20T15:41:42.439045,3600.00,8673.00,8673.00,1559.70,1994-08-01,1,5121,Individual Loan IPP,1.0
abc0388,Active,2022-03-07T13:31:52.807307,,2022-03-26T13:16:42.24085,9600.00,22998.98,23139.14,9250.00,1954-01-01,1,5121,Group Loan 7th Mar 2022,0.9939427308015769
abc0389,Active,2022-01-29T10:09:35.959165,,2022-07-17T17:04:17.786374,7550.00,10317.72,12935.64,1295.00,1976-02-09,1,5121,Group Loan 30th Jan_22,0.7976195998033341
abc0390,Active,2022-03-04T09:10:40.42371,,2022-06-02T18:19:24.242763,4370.00,7614.92,7669.14,2298.00,1972-01-01,1,5121,Group Loan 7th Mar 2022,0.9929301068959492
abc0391,Completed,2022-02-11T06:47:30.105463,2022-09-20T06:57:51.120412,2022-12-11T06:35:49.217159,13076.58,9856.25,13076.58,1295.00,1946-01-01,1,5121,Group Loan 30th Jan_22,0.7537330097013133
abc0392,Active,2022-03-04T13:20:13.87348,,2022-10-22T13:44:47.647468,3200.00,2993.48,3865.64,1155.00,1975-10-05,1,5121,Group Loan 30th Jan_22,0.774381473701638
abc0393,Active,2022-03-01T08:14:57.174686,,2022-12-29T07:18:34.425202,7005.00,5426.06,7005.64,2097.00,1977-01-01,1,5121,Group Loan 30th Jan_22,0.7745273807960443
abc0394,Active,2022-03-25T12:05:23.830875,,2023-01-17T09:04:07.817687,6955.00,5016.12,7035.64,2115.00,1988-11-27,1,5121,Group Loan 30th Jan_22,0.7129585936744915
abc0395,Active,2022-02-17T13:23:45.659575,,2022-11-04T06:45:50.138372,6990.00,6308.49,7735.64,2316.00,1974-10-29,1,5121,Group Loan 30th Jan_22,0.815509770361599
abc0396,Active,2022-04-08T06:58:19.546774,,2022-05-20T16:33:05.647986,5310.00,13688.00,13688.00,2464.00,,0,5121,Individual Loan IPP,1.0
abc0397,Active,2022-02-17T11:19:46.717334,,2022-04-03T22:42:46.815213,5500.00,13398.00,13398.00,2413.00,1994-03-02,0,5121,Individual Loan IPP,1.0
abc0398,Active,2022-02-19T06:14:58.13394,,2022-05-25T02:27:39.794462,3550.00,7608.65,10090.64,1010.00,,1,5121,Group Loan 30th Jan_22,0.7540304678395028
abc0399,Active,2022-03-24T07:33:24.959131,,2022-06-14T16:41:01.297159,7400.00,10626.80,13665.64,5458.00,,0,5121,Group Loan 30th Jan_22,0.7776291487262945
abc0400,Active,2022-03-15T11:52:22.189567,,2022-12-23T04:37:38.111295,3875.00,3017.37,4075.64,1217.00,1988-02-03,0,5121,Group Loan 30th Jan_22,0.7403426210362054
abc0401,Active,2022-04-06T06:50:03.565495,,2022-07-02T07:51:53.971703,8644.00,11738.04,15680.64,6264.00,1959-01-01,0,5121,Group Loan 30th Jan_22,0.7485689359617975
abc0402,Completed,2022-03-10T06:44:33.528549,2022-09-17T04:29:19.273035,2022-07-14T06:43:55.246434,12328.00,12328.00,12328.00,2217.00,1949-08-19,1,5121,Individual Loan IPP,1.0
abc0403,Active,2022-02-18T09:37:12.595419,,2022-09-24T17:06:34.297544,5778.00,5878.25,7270.64,2177.00,1975-01-01,0,5121,Group Loan 30th Jan_22,0.8084914120352541
abc0404,Active,2022-01-31T07:35:50.738144,,2022-09-08T20:36:40.902951,7500.00,8048.56,10090.64,1010.00,1950-12-24,0,5121,Group Loan 30th Jan_22,0.7976263150801138
abc0405,Active,2022-04-26T12:40:36.886869,,2022-06-21T20:33:28.097987,3664.00,7468.94,7468.94,1317.00,1969-01-01,0,5121,Individual Loan IPP,1.0
abc0406,Active,2022-02-07T11:07:22.46746,,2022-03-10T22:10:53.98456,800.00,2314.08,2790.64,672.00,1990-01-01,1,5121,Group Loan 30th Jan_22,0.829229137402173
abc0407,Active,2022-03-29T08:39:42.061633,,2022-10-02T05:41:32.035129,12480.00,12280.24,13509.14,5398.00,1962-09-28,0,5121,Group Loan 7th Mar 2022,0.9090319591032442
abc0408,Active,2022-04-05T10:09:35.033281,,2022-11-05T10:09:35.033281,3214.00,2950.96,3945.64,1570.00,1951-04-01,0,5121,Group Loan 30th Jan_22,0.7479040155716183
abc0409,Active,2022-02-15T10:00:55.845382,,2022-08-20T21:24:16.037115,5175.00,5815.32,7125.64,2109.00,1962-01-01,1,5121,Group Loan 30th Jan_22,0.8161119562593676
abc0410,Completed,2022-03-15T07:59:34.820205,2022-07-14T09:37:46.52217,2023-01-12T07:58:17.635999,13465.64,10471.27,13465.64,5378.00,,0,5121,Group Loan 30th Jan_22,0.7776288390303023
abc0411,Active,2022-03-15T08:07:53.709945,,2022-06-24T04:15:42.943969,6265.00,9637.99,13430.64,3187.00,1990-11-03,1,5121,Group Loan 30th Jan_22,0.7176121167717994
abc0412,Completed,2022-03-03T05:31:59.612471,2022-09-14T07:51:47.032898,2022-10-01T05:28:09.063337,13404.14,13296.14,13404.14,2698.00,1986-01-02,1,5121,Group Loan 7th Mar 2022,0.991942787825254
abc0413,Completed,2022-02-10T10:48:47.001447,2022-06-22T13:20:36.498749,2022-10-09T10:48:47.001447,15408.00,14544.00,15408.00,2772.00,1954-01-01,0,5121,Biolite Home System PayGo-Enabled - PayGo Loan - IPP,0.9439252336448598
abc0414,Completed,2022-03-18T13:30:48.218015,2022-03-18T13:30:48.218015,2022-03-18T13:30:48.218015,0.00,0.00,0.00,0.00,1962-03-04,1,5121,Cash Sales IPP,1.0
abc0415,Completed,2022-02-17T10:34:51.757082,2022-07-07T12:41:10.378012,2022-12-17T10:25:52.230839,17140.64,13860.65,17140.64,5141.00,1974-09-25,1,5121,Group Loan 30th Jan_22,0.8086425010968086
abc0416,Active,2022-02-28T07:38:39.659945,,2022-06-25T10:01:51.125403,3700.00,3958.00,3958.00,711.00,1989-01-02,1,5121,Individual Loan IPP,1.0
abc0417,Completed,2022-02-17T10:00:58.379978,2022-09-22T11:50:53.978192,2022-06-23T10:01:33.616518,13398.00,13398.00,13398.00,2413.00,,1,5121,Individual Loan IPP,1.0
abc0418,Active,2022-03-07T07:20:07.143266,,2022-08-01T04:02:31.133301,6190.00,7710.66,9950.64,2990.00,1971-06-24,1,5121,Group Loan 30th Jan_22,0.774890861291334
abc0419,Active,2022-06-09T12:15:01.45787,,2022-08-14T16:47:07.069225,5000.00,7194.48,10451.86,2500.00,,1,5084,Individual loan,0.68834446691785
abc0420,Active,2022-02-03T08:23:15.235193,,2022-08-13T06:00:49.094539,4700.00,5759.12,7220.64,722.00,1968-01-01,1,5121,Group Loan 30th Jan_22,0.7975913492432803
abc0421,Completed,2022-03-29T13:26:50.340762,2022-08-29T10:45:51.522086,2022-08-02T13:26:16.36037,13888.00,13888.00,13888.00,2497.00,1988-02-04,1,5121,Individual Loan IPP,1.0
abc0422,Active,2022-02-22T11:19:53.215769,,2022-08-11T09:33:54.045801,4000.00,5150.30,6830.64,683.00,,1,5121,Group Loan 30th Jan_22,0.7539996252181348
abc0423,Active,2022-03-10T10:54:19.990234,,2022-04-20T07:08:47.574248,2680.00,7118.00,7118.00,1281.00,1975-06-16,1,5121,Individual Loan IPP,1.0
abc0424,Active,2022-04-08T12:35:27.800058,,2022-11-20T16:13:48.32878,3213.00,2749.49,3825.64,1522.00,1984-07-19,0,5121,Group Loan 30th Jan_22,0.7187006618500434
abc0425,Active,2022-02-28T13:27:41.81029,,2022-04-12T05:52:03.880927,6534.00,16397.90,21880.64,4843.00,1992-12-02,1,5121,Group Loan 30th Jan_22,0.7494250625210231
abc0426,Active,2022-02-23T07:20:59.46051,,2022-06-21T04:26:45.923463,6312.00,9249.05,11435.64,3437.00,1980-01-02,1,5121,Group Loan 30th Jan_22,0.8087916373722852
abc0427,Active,2022-03-21T10:50:41.257046,,2022-04-06T08:05:50.347955,8860.00,17075.15,21955.64,8774.00,,1,5121,Group Loan 30th Jan_22,0.7777113306649226
abc0428,Active,2022-04-04T12:58:26.148505,,2022-12-23T07:51:11.71963,15241.00,12449.36,16630.64,6644.00,,1,5121,Group Loan 30th Jan_22,0.7485797299442475
abc0429,Completed,2022-03-03T07:59:42.598169,2022-07-03T06:06:40.821671,2022-07-07T07:56:23.661707,7118.00,7118.00,7118.00,1281.00,1957-01-01,1,5121,Individual Loan IPP,1.0
abc0430,Active,2022-03-22T10:46:06.398885,,2022-07-14T12:54:47.57851,10750.00,13761.62,17695.64,7070.00,,0,5121,Group Loan 30th Jan_22,0.7776842205198569
abc0431,Active,2022-04-11T07:55:41.101394,,2022-12-06T02:00:28.925623,11711.00,9723.64,13515.64,5398.00,1960-01-01,1,5121,Group Loan 30th Jan_22,0.7194361495275103
abc0432,Active,2022-02-15T08:54:29.21928,,2022-05-27T10:22:35.478058,8064.00,16381.25,21725.64,2174.00,1969-04-28,0,5121,Group Loan 30th Jan_22,0.7540054055944957
abc0433,Active,2022-03-29T08:18:58.714256,,2022-04-20T06:17:27.575015,2200.00,9248.00,9248.00,1664.00,1986-12-23,0,5121,Individual Loan IPP,1.0
abc0434,Active,2022-03-03T08:19:49.269828,,2022-06-12T04:57:49.325877,6300.00,10305.76,10379.14,3112.00,1958-01-01,1,5121,Group Loan 7th Mar 2022,0.9929300500812206
abc0435,Active,2022-03-16T07:53:42.58849,,2022-06-11T01:30:50.067605,2770.00,3888.00,3888.00,699.00,1994-01-01,1,5121,Individual Loan IPP,1.0
abc0436,Completed,2022-02-10T11:04:27.782082,2022-05-16T14:50:25.689485,2022-06-16T11:04:27.782081,6878.00,6878.00,6878.00,1238.00,1955-03-02,0,5121,Individual Loan IPP,1.0
abc0437,Active,2022-03-04T13:41:22.656594,,2022-05-03T13:04:34.222526,8100.00,17390.44,17514.14,5253.00,,1,5121,Group Loan 7th Mar 2022,0.9929371353660528
abc0438,Active,2022-02-10T13:15:52.309166,,2022-04-08T02:07:57.415549,3380.00,6878.00,6878.00,1238.00,1981-04-20,1,5121,Individual Loan IPP,1.0
abc0439,Active,2022-03-02T11:20:08.349653,,2022-06-15T17:22:25.252205,8878.00,10468.00,10468.00,1885.00,1986-02-22,0,5121,Individual Loan IPP,1.0
